day,ideal_coverage_percent,productivity_90_percent,productivity_75_percent
1.500000,5.74578908332e-06,5.74578908332e-06,5.74578908332e-06
1.541667,5.87149297915e-06,5.87149297915e-06,5.87149297915e-06
1.583333,5.9999469706e-06,5.9999469706e-06,5.9999469706e-06
1.625000,6.13121122309e-06,6.13121122309e-06,6.13121122309e-06
1.666667,6.26534721829e-06,6.26534721829e-06,6.26534721829e-06
1.708333,6.40241778295e-06,6.40241778295e-06,6.40241778295e-06
1.750000,6.54248711831e-06,6.54248711831e-06,6.54248711831e-06
1.791667,6.68562083019e-06,6.68562083019e-06,6.68562083019e-06
1.833333,6.8318859597e-06,6.8318859597e-06,6.8318859597e-06
1.875000,6.98135101463e-06,6.98135101463e-06,6.98135101463e-06
1.916667,7.13408600159e-06,7.13408600159e-06,7.13408600159e-06
1.958333,7.29016245873e-06,7.29016245873e-06,7.29016245873e-06
2.000000,7.44965348929e-06,7.44965348929e-06,7.44965348929e-06
2.041667,7.61263379584e-06,7.61263379584e-06,7.61263379584e-06
2.083333,7.77917971526e-06,7.77917971526e-06,7.77917971526e-06
2.125000,7.94936925448e-06,7.94936925448e-06,7.94936925448e-06
2.166667,8.12328212705e-06,8.12328212705e-06,8.12328212705e-06
2.208333,8.30099979045e-06,8.30099979045e-06,8.30099979045e-06
2.250000,8.48260548426e-06,8.48260548426e-06,8.48260548426e-06
2.291667,8.66818426912e-06,8.66818426912e-06,8.66818426912e-06
2.333333,8.85782306661e-06,8.85782306661e-06,8.85782306661e-06
2.375000,9.05161069993e-06,9.05161069993e-06,9.05161069993e-06
2.416667,9.24963793553e-06,9.24963793553e-06,9.24963793553e-06
2.458333,9.4519975256e-06,9.4519975256e-06,9.4519975256e-06
2.500000,9.65878425151e-06,9.65878425151e-06,9.65878425151e-06
2.541667,9.87009496824e-06,9.87009496824e-06,9.87009496824e-06
2.583333,1.00860286497e-05,1.00860286497e-05,1.00860286497e-05
2.625000,1.03066864351e-05,1.03066864351e-05,1.03066864351e-05
2.666667,1.05321716765e-05,1.05321716765e-05,1.05321716765e-05
2.708333,1.07625899866e-05,1.07625899866e-05,1.07625899866e-05
2.750000,1.09980492893e-05,1.09980492893e-05,1.09980492893e-05
2.791667,1.1238659869e-05,1.1238659869e-05,1.1238659869e-05
2.833333,1.14845344232e-05,1.14845344232e-05,1.14845344232e-05
2.875000,1.17357881148e-05,1.17357881148e-05,1.17357881148e-05
2.916667,1.19925386264e-05,1.19925386264e-05,1.19925386264e-05
2.958333,1.2254906215e-05,1.2254906215e-05,1.2254906215e-05
3.000000,1.25230137685e-05,1.25230137685e-05,1.25230137685e-05
3.041667,1.27969868635e-05,1.27969868635e-05,1.27969868635e-05
3.083333,1.30769538237e-05,1.30769538237e-05,1.30769538237e-05
3.125000,1.33630457803e-05,1.33630457803e-05,1.33630457803e-05
3.166667,1.36553967334e-05,1.36553967334e-05,1.36553967334e-05
3.208333,1.39541436146e-05,1.39541436146e-05,1.39541436146e-05
3.250000,1.42594263512e-05,1.42594263512e-05,1.42594263512e-05
3.291667,1.45713879319e-05,1.45713879319e-05,1.45713879319e-05
3.333333,1.48901744735e-05,1.48901744735e-05,1.48901744735e-05
3.375000,1.52159352896e-05,1.52159352896e-05,1.52159352896e-05
3.416667,1.55488229603e-05,1.55488229603e-05,1.55488229603e-05
3.458333,1.5888993404e-05,1.5888993404e-05,1.5888993404e-05
3.500000,1.62366059499e-05,1.62366059499e-05,1.62366059499e-05
3.541667,1.65918234132e-05,1.65918234132e-05,1.65918234132e-05
3.583333,1.6954812171e-05,1.6954812171e-05,1.6954812171e-05
3.625000,1.73257422404e-05,1.73257422404e-05,1.73257422404e-05
3.666667,1.77047873578e-05,1.77047873578e-05,1.77047873578e-05
3.708333,1.80921250608e-05,1.80921250608e-05,1.80921250608e-05
3.750000,1.84879367711e-05,1.84879367711e-05,1.84879367711e-05
3.791667,1.88924078793e-05,1.88924078793e-05,1.88924078793e-05
3.833333,1.9305727832e-05,1.9305727832e-05,1.9305727832e-05
3.875000,1.97280902203e-05,1.97280902203e-05,1.97280902203e-05
3.916667,2.01596928709e-05,2.01596928709e-05,2.01596928709e-05
3.958333,2.06007379381e-05,2.06007379381e-05,2.06007379381e-05
4.000000,2.10514319992e-05,2.10514319992e-05,2.10514319992e-05
4.041667,2.15119861505e-05,2.15119861505e-05,2.15119861505e-05
4.083333,2.1982616107e-05,2.1982616107e-05,2.1982616107e-05
4.125000,2.24635423027e-05,2.24635423027e-05,2.24635423027e-05
4.166667,2.29549899943e-05,2.29549899943e-05,2.29549899943e-05
4.208333,2.34571893666e-05,2.34571893666e-05,2.34571893666e-05
4.250000,2.39703756402e-05,2.39703756402e-05,2.39703756402e-05
4.291667,2.44947891818e-05,2.44947891818e-05,2.44947891818e-05
4.333333,2.50306756167e-05,2.50306756167e-05,2.50306756167e-05
4.375000,2.5578285944e-05,2.5578285944e-05,2.5578285944e-05
4.416667,2.61378766538e-05,2.61378766538e-05,2.61378766538e-05
4.458333,2.67097098479e-05,2.67097098479e-05,2.67097098479e-05
4.500000,2.7294053362e-05,2.7294053362e-05,2.7294053362e-05
4.541667,2.78911808916e-05,2.78911808916e-05,2.78911808916e-05
4.583333,2.85013721197e-05,2.85013721197e-05,2.85013721197e-05
4.625000,2.91249128484e-05,2.91249128484e-05,2.91249128484e-05
4.666667,2.97620951322e-05,2.97620951322e-05,2.97620951322e-05
4.708333,3.04132174153e-05,3.04132174153e-05,3.04132174153e-05
4.750000,3.1078584671e-05,3.1078584671e-05,3.1078584671e-05
4.791667,3.17585085445e-05,3.17585085445e-05,3.17585085445e-05
4.833333,3.24533074993e-05,3.24533074993e-05,3.24533074993e-05
4.875000,3.31633069661e-05,3.31633069661e-05,3.31633069661e-05
4.916667,3.3888839495e-05,3.3888839495e-05,3.3888839495e-05
4.958333,3.46302449117e-05,3.46302449117e-05,3.46302449117e-05
5.000000,3.53878704764e-05,3.53878704764e-05,3.53878704764e-05
5.041667,3.61620710465e-05,3.61620710465e-05,3.61620710465e-05
5.083333,3.69532092428e-05,3.69532092428e-05,3.69532092428e-05
5.125000,3.77616556194e-05,3.77616556194e-05,3.77616556194e-05
5.166667,3.85877888372e-05,3.85877888372e-05,3.85877888372e-05
5.208333,3.94319958413e-05,3.94319958413e-05,3.94319958413e-05
5.250000,4.02946720422e-05,4.02946720422e-05,4.02946720422e-05
5.291667,4.11762215011e-05,4.11762215011e-05,4.11762215011e-05
5.333333,4.20770571188e-05,4.20770571188e-05,4.20770571188e-05
5.375000,4.29976008297e-05,4.29976008297e-05,4.29976008297e-05
5.416667,4.39382837989e-05,4.39382837989e-05,4.39382837989e-05
5.458333,4.48995466245e-05,4.48995466245e-05,4.48995466245e-05
5.500000,4.58818395437e-05,4.58818395437e-05,4.58818395437e-05
5.541667,4.68856226438e-05,4.68856226438e-05,4.68856226438e-05
5.583333,4.79113660777e-05,4.79113660777e-05,4.79113660777e-05
5.625000,4.89595502841e-05,4.89595502841e-05,4.89595502841e-05
5.666667,5.00306662125e-05,5.00306662125e-05,5.00306662125e-05
5.708333,5.11252155534e-05,5.11252155534e-05,5.11252155534e-05
5.750000,5.22437109727e-05,5.22437109727e-05,5.22437109727e-05
5.791667,5.33866763525e-05,5.33866763525e-05,5.33866763525e-05
5.833333,5.4554647036e-05,5.4554647036e-05,5.4554647036e-05
5.875000,5.57481700785e-05,5.57481700785e-05,5.57481700785e-05
5.916667,5.69678045034e-05,5.69678045034e-05,5.69678045034e-05
5.958333,5.82141215643e-05,5.82141215643e-05,5.82141215643e-05
6.000000,5.94877050124e-05,5.94877050124e-05,5.94877050124e-05
6.041667,6.078915137e-05,6.078915137e-05,6.078915137e-05
6.083333,6.21190702097e-05,6.21190702097e-05,6.21190702097e-05
6.125000,6.34780844404e-05,6.34780844404e-05,6.34780844404e-05
6.166667,6.48668305984e-05,6.48668305984e-05,6.48668305984e-05
6.208333,6.62859591459e-05,6.62859591459e-05,6.62859591459e-05
6.250000,6.77361347758e-05,6.77361347758e-05,6.77361347758e-05
6.291667,6.92180367229e-05,6.92180367229e-05,6.92180367229e-05
6.333333,7.07323590816e-05,7.07323590816e-05,7.07323590816e-05
6.375000,7.2279811132e-05,7.2279811132e-05,7.2279811132e-05
6.416667,7.38611176709e-05,7.38611176709e-05,7.38611176709e-05
6.458333,7.54770193525e-05,7.54770193525e-05,7.54770193525e-05
6.500000,7.71282730342e-05,7.71282730342e-05,7.71282730342e-05
6.541667,7.88156521319e-05,7.88156521319e-05,7.88156521319e-05
6.583333,8.05399469818e-05,8.05399469818e-05,8.05399469818e-05
6.625000,8.2301965211e-05,8.2301965211e-05,8.2301965211e-05
6.666667,8.41025321151e-05,8.41025321151e-05,8.41025321151e-05
6.708333,8.59424910454e-05,8.59424910454e-05,8.59424910454e-05
6.750000,8.78227038039e-05,8.78227038039e-05,8.78227038039e-05
6.791667,8.97440510462e-05,8.97440510462e-05,8.97440510462e-05
6.833333,9.1707432695e-05,9.1707432695e-05,9.1707432695e-05
6.875000,9.37137683608e-05,9.37137683608e-05,9.37137683608e-05
6.916667,9.57639977732e-05,9.57639977732e-05,9.57639977732e-05
6.958333,9.78590812205e-05,9.78590812205e-05,9.78590812205e-05
7.000000,0.0001,0.0001,0.0001
7.041667,0.000101380021958,0.000101380021958,0.000101380021958
7.083333,0.000102779088522,0.000102779088522,0.000102779088522
7.125000,0.000104197462512,0.000104197462512,0.000104197462512
7.166667,0.000105635410375,0.000105635410375,0.000105635410375
7.208333,0.000107093202234,0.000107093202234,0.000107093202234
7.250000,0.00010857111194,0.00010857111194,0.00010857111194
7.291667,0.000110069417125,0.000110069417125,0.000110069417125
7.333333,0.000111588399251,0.000111588399251,0.000111588399251
7.375000,0.000113128343663,0.000113128343663,0.000113128343663
7.416667,0.000114689539647,0.000114689539647,0.000114689539647
7.458333,0.000116272280478,0.000116272280478,0.000116272280478
7.500000,0.000117876863479,0.000117876863479,0.000117876863479
7.541667,0.000119503590079,0.000119503590079,0.000119503590079
7.583333,0.000121152765863,0.000121152765863,0.000121152765863
7.625000,0.000122824700635,0.000122824700635,0.000122824700635
7.666667,0.000124519708474,0.000124519708474,0.000124519708474
7.708333,0.000126238107793,0.000126238107793,0.000126238107793
7.750000,0.0001279802214,0.0001279802214,0.0001279802214
7.791667,0.000129746376557,0.000129746376557,0.000129746376557
7.833333,0.000131536905044,0.000131536905044,0.000131536905044
7.875000,0.000133352143216,0.000133352143216,0.000133352143216
7.916667,0.000135192432074,0.000135192432074,0.000135192432074
